datetime_round,lat,lon,sog_knots,cog_deg,stw_knots,awa_deg,aws_knots,heading_deg,twa_raw,twa,tack
2025-07-26 13:15:49,53.305566133333336,-6.1322254,4.4879999999999995,227.274,5.9,43.15384615384615,12.776923076923076,237.8,280.95384615384614,79.04615384615386,starboard
2025-07-26 13:15:50,53.305550733333334,-6.132248866666667,4.524,223.632,5.833333333333334,41.61538461538461,13.007692307692308,236.0,277.61538461538464,82.38461538461536,starboard
2025-07-26 13:15:51,53.30553533333333,-6.132272333333334,4.56,219.99,5.766666666666667,40.07692307692308,13.238461538461538,236.2,276.2769230769231,83.72307692307692,starboard
2025-07-26 13:15:52,53.30552253333333,-6.132291133333334,4.576,221.222,5.7,38.53846153846154,13.46923076923077,236.4,274.9384615384615,85.06153846153848,starboard
2025-07-26 13:15:53,53.30550973333333,-6.1323099333333335,4.592,222.454,5.7,37.0,13.7,236.6,273.6,86.39999999999998,starboard
2025-07-26 13:15:54,53.30549693333334,-6.132328733333334,4.608,223.686,5.7,37.5,14.033333333333333,236.8,274.3,85.69999999999999,starboard
2025-07-26 13:15:55,53.30548413333334,-6.132347533333333,4.624,224.918,5.7,38.0,14.366666666666665,237.0,275.0,85.0,starboard
2025-07-26 13:15:56,53.30547133333334,-6.132366333333334,4.64,226.15,5.7,38.5,14.7,238.0,276.5,83.5,starboard
2025-07-26 13:15:57,53.305453393939395,-6.132393545454546,4.664545454545454,225.43272727272728,5.7,39.0,15.033333333333333,239.0,278.0,82.0,starboard
2025-07-26 13:15:58,53.30543545454546,-6.132420757575757,4.6890909090909085,224.71545454545455,5.6692307692307695,39.5,15.366666666666665,240.0,279.5,80.5,starboard
2025-07-26 13:15:59,53.30541751515152,-6.13244796969697,4.713636363636364,223.99818181818182,5.638461538461539,40.0,15.7,240.0,280.0,80.0,starboard
2025-07-26 13:16:00,53.305399575757576,-6.132475181818182,4.738181818181818,223.2809090909091,5.607692307692308,40.5,15.524999999999999,240.0,280.5,79.5,starboard
2025-07-26 13:16:01,53.305381636363634,-6.132502393939395,4.762727272727273,222.56363636363636,5.576923076923077,41.0,15.35,240.0,281.0,79.0,starboard
2025-07-26 13:16:02,53.3053636969697,-6.132529606060606,4.787272727272727,221.84636363636363,5.546153846153846,41.5,15.174999999999999,237.0,278.5,81.5,starboard
2025-07-26 13:16:03,53.30534575757576,-6.132556818181818,4.8118181818181816,221.1290909090909,5.515384615384615,42.0,15.0,237.66666666666666,279.66666666666663,80.33333333333337,starboard
2025-07-26 13:16:04,53.305327818181816,-6.132584030303031,4.836363636363636,220.41181818181818,5.484615384615385,40.0,14.5,238.33333333333334,278.33333333333337,81.66666666666663,starboard
2025-07-26 13:16:05,53.305309878787874,-6.132611242424243,4.860909090909091,219.69454545454545,5.453846153846154,42.6,13.78,239.0,281.6,78.39999999999998,starboard
2025-07-26 13:16:06,53.30529193939394,-6.132638454545455,4.885454545454546,218.97727272727272,5.423076923076923,45.2,13.06,237.0,282.2,77.80000000000001,starboard
2025-07-26 13:16:07,53.305274,-6.132665666666667,4.91,218.26,5.392307692307692,47.8,12.34,236.5,284.3,75.69999999999999,starboard
2025-07-26 13:16:08,53.305257733333335,-6.132691733333334,4.83,223.29,5.361538461538461,50.4,11.620000000000001,236.0,286.4,73.60000000000002,starboard
2025-07-26 13:16:09,53.305241466666665,-6.1327178,4.75,228.32,5.3307692307692305,53.0,10.9,238.66666666666666,291.66666666666663,68.33333333333337,starboard
2025-07-26 13:16:10,53.3052252,-6.132743866666667,4.67,233.35,5.3,52.416666666666664,10.966666666666667,241.33333333333334,293.75,66.25,starboard
2025-07-26 13:16:11,53.30520893333333,-6.132769933333333,4.59,238.38,5.366666666666666,51.833333333333336,11.033333333333333,244.0,295.8333333333333,64.16666666666669,starboard
2025-07-26 13:16:12,53.30519266666667,-6.132796,4.51,243.41,5.433333333333334,51.25,11.1,244.42857142857142,295.67857142857144,64.32142857142856,starboard
2025-07-26 13:16:13,53.305181958333336,-6.132816166666666,4.5375,237.60999999999999,5.5,50.666666666666664,11.166666666666666,244.85714285714286,295.5238095238095,64.47619047619048,starboard
2025-07-26 13:16:14,53.30517125,-6.132836333333334,4.5649999999999995,231.81,5.4,50.083333333333336,11.233333333333333,245.28571428571428,295.3690476190476,64.63095238095241,starboard
2025-07-26 13:16:16,53.30514983333333,-6.132876666666666,4.62,220.21,5.4,48.916666666666664,11.366666666666667,246.14285714285714,295.0595238095238,64.9404761904762,starboard
2025-07-26 13:16:17,53.305115666666666,-6.132925833333333,4.86,222.63,5.4,48.333333333333336,11.433333333333334,246.57142857142858,294.9047619047619,65.09523809523807,starboard
2025-07-26 13:16:18,53.30510294444444,-6.132950611111111,4.8822222222222225,222.09444444444443,5.4,47.75,11.5,247.0,294.75,65.25,starboard
2025-07-26 13:16:19,53.30509022222222,-6.132975388888889,4.904444444444445,221.55888888888887,5.4,47.166666666666664,11.566666666666666,247.0,294.1666666666667,65.83333333333331,starboard
2025-07-26 13:16:20,53.305077499999996,-6.133000166666666,4.926666666666667,221.02333333333334,5.366666666666667,46.583333333333336,11.633333333333333,247.0,293.5833333333333,66.41666666666669,starboard
2025-07-26 13:16:21,53.30506477777777,-6.133024944444444,4.948888888888889,220.48777777777778,5.333333333333333,46.0,11.7,246.8,292.8,67.19999999999999,starboard
2025-07-26 13:16:22,53.30505205555556,-6.133049722222222,4.971111111111111,219.95222222222222,5.3,39.0,13.549999999999999,246.6,285.6,74.39999999999998,starboard
2025-07-26 13:16:23,53.30503933333333,-6.1330745,4.993333333333333,219.41666666666666,5.45,32.0,15.4,246.4,278.4,81.60000000000002,starboard
2025-07-26 13:16:24,53.30502661111111,-6.133099277777777,5.015555555555555,218.88111111111112,5.6,32.5,15.4,246.2,278.7,81.30000000000001,starboard
2025-07-26 13:16:25,53.30501388888889,-6.133124055555555,5.0377777777777775,218.34555555555556,5.7,33.0,15.4,246.0,279.0,81.0,starboard
2025-07-26 13:16:26,53.30500116666666,-6.133148833333333,5.06,217.81,5.8,33.666666666666664,15.5,245.8,279.4666666666667,80.5333333333333,starboard
2025-07-26 13:16:27,53.304984299999994,-6.133181966666666,4.9799999999999995,219.33,5.9,34.333333333333336,15.6,245.6,279.93333333333334,80.06666666666666,starboard
